Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
220,8840,46,229.518,111.15,47.9182,32.8328,0,205.559,127.566,205.559,94.7335,253.477,94.7335,253.477,127.566
221,8880,45,225.994,112.183,47.8337,32.775,0,202.077,128.571,202.077,95.7958,249.911,95.7958,249.911,128.571
222,8920,45,224.7,112.669,46.9543,32.1724,0,201.223,128.756,201.223,96.5831,248.177,96.5831,248.177,128.756
223,8960,44,222.609,113.198,47.6817,32.6708,0,198.768,129.533,198.768,96.8623,246.45,96.8623,246.45,129.533
224,9000,45,220.864,114.564,47.7261,32.7012,0,197.001,130.915,197.001,98.2136,244.727,98.2136,244.727,130.915
225,9040,43,219.356,115.713,47.869,32.7991,0,195.421,132.112,195.421,99.3134,243.29,99.3134,243.29,132.112
226,9080,45,215.558,117.617,47.5875,32.6063,0,191.764,133.92,191.764,101.314,239.352,101.314,239.352,133.92
227,9120,43,214.019,118.169,47.5436,32.5762,0,190.247,134.457,190.247,101.881,237.791,101.881,237.791,134.457
228,9160,44,211.647,118.931,47.0587,32.2439,0,188.117,135.053,188.117,102.809,235.176,102.809,235.176,135.053
229,9200,45,209.968,119.215,47.1778,32.3255,0,186.38,135.378,186.38,103.053,233.557,103.053,233.557,135.378
230,9240,46,208.367,119.835,46.9186,32.1479,0,184.907,135.909,184.907,103.761,231.826,103.761,231.826,135.909
231,9280,46,203.545,120.338,46.884,32.1242,0,180.103,136.4,180.103,104.276,226.987,104.276,226.987,136.4
232,9320,47,200.528,120.061,47.488,32.5381,0,176.784,136.33,176.784,103.791,224.272,103.792,224.272,136.33
233,9360,43,199.141,119.7,47.8487,32.7852,0,175.217,136.093,175.217,103.307,223.066,103.307,223.066,136.093
234,9400,43,196.209,119.77,48.0032,32.8911,0,172.208,136.215,172.208,103.324,220.211,103.324,220.211,136.215
235,9440,40,193.828,119.82,50.3908,34.527,0,168.633,137.083,168.633,102.556,219.023,102.556,219.023,137.083
236,9480,39,193.625,119.949,50.3682,34.5116,0,168.441,137.205,168.441,102.694,218.809,102.694,218.809,137.205
237,9520,30,203.762,119.395,65.842,45.1139,0,170.841,141.952,170.841,96.8385,236.683,96.8385,236.683,141.952
238,9560,26,187.598,122.725,70.4876,48.297,0,152.354,146.874,152.354,98.5769,222.842,98.5769,222.842,146.874
239,9600,28,184.642,123.167,50.065,34.3038,0,159.609,140.319,159.609,106.015,209.674,106.015,209.674,140.319
240,9640,32,178.292,124.053,47.9056,32.8242,0,154.339,140.465,154.339,107.641,202.244,107.641,202.244,140.465
241,9680,33,173.104,124.588,47.2568,32.3797,0,149.475,140.778,149.475,108.398,196.732,108.398,196.732,140.778
242,9720,33,171.735,124.944,46.5967,31.9274,0,148.436,140.908,148.436,108.981,195.033,108.981,195.033,140.908
243,9760,33,170.406,125.077,44.1062,30.2209,0,148.353,140.187,148.353,109.966,192.459,109.966,192.459,140.187
244,9800,34,177.721,123.288,55.8307,38.2544,0,149.805,142.416,149.805,104.161,205.636,104.161,205.636,142.416
245,9840,37,183.214,120.636,81.9096,56.1232,0,142.259,148.697,142.259,92.5742,224.169,92.5742,224.169,148.697
246,9880,37,186.072,119.266,91.1562,62.4589,0,140.493,150.495,140.493,88.0363,231.65,88.0363,231.65,150.495
247,9920,34,192.673,114.263,110.686,75.8406,0,137.33,152.183,137.33,76.3428,248.017,76.3428,248.017,152.183
248,9960,35,195.466,112.095,119.284,81.7313,0,135.824,152.961,135.824,71.2298,255.108,71.2298,255.108,152.961
249,10000,26,180.179,113.962,96.2893,65.976,0,132.034,146.95,132.034,80.9737,228.324,80.9737,228.324,146.95
250,10040,24,178.179,113.357,86.6495,59.3709,0,134.854,143.043,134.854,83.6718,221.504,83.6718,221.504,143.043
251,10080,25,177.286,112.274,90.2897,61.8652,0,132.141,143.207,132.141,81.3416,222.431,81.3416,222.431,143.207
252,10120,28,170.116,111.81,86.2458,59.0943,0,126.993,141.357,126.993,82.2627,213.239,82.2627,213.239,141.357
253,10160,28,168.352,110.79,81.3926,55.769,0,127.655,138.675,127.655,82.9057,209.048,82.9057,209.048,138.675
254,10200,31,164.25,109.046,78.1918,53.5759,0,125.154,135.834,125.154,82.258,203.346,82.258,203.346,135.834
255,10240,30,167.129,109.338,79.8955,54.7432,0,127.181,136.71,127.181,81.9665,207.076,81.9665,207.076,136.71
256,10280,32,168.686,109.603,88.0781,60.3498,0,124.647,139.778,124.647,79.4279,212.725,79.4279,212.725,139.778
257,10320,31,166.402,108.373,91.5917,62.7572,0,120.606,139.752,120.606,76.9945,212.198,76.9945,212.198,139.752
258,10360,27,163.031,107.212,92.868,63.6317,0,116.597,139.028,116.597,75.3965,209.465,75.3965,209.465,139.028
259,10400,26,162.092,107.135,98.638,67.5853,0,112.773,140.928,112.773,73.3426,211.411,73.3426,211.411,140.928
260,10440,30,160.245,107.763,94.4187,64.6943,0,113.035,140.11,113.035,75.4156,207.454,75.4156,207.454,140.11
261,10480,31,161.198,107.736,100.163,68.6299,0,111.117,142.051,111.117,73.4211,211.279,73.4211,211.279,142.051
262,10520,31,164.21,108.988,95.6472,65.536,0,116.387,141.756,116.387,76.2202,212.034,76.2202,212.034,141.756
263,10560,32,167.152,110.592,100.303,68.7259,0,117,144.955,117,76.2295,217.303,76.2295,217.303,144.955
264,10600,34,169.121,109.874,108.631,74.4324,0,114.806,147.09,114.806,72.6578,223.437,72.6578,223.437,147.09
265,10640,36,168.585,109.222,118.054,80.8891,0,109.558,149.667,109.558,68.7777,227.612,68.7776,227.612,149.667
266,10680,36,172.277,110.422,125.846,86.2281,0,109.354,153.536,109.354,67.3076,235.201,67.3076,235.201,153.536
267,10720,37,172.816,111.354,128.012,87.7121,0,108.81,155.21,108.81,67.4978,236.822,67.4978,236.822,155.21
268,10760,37,174.173,111.242,131.574,90.1522,0,108.387,156.318,108.387,66.1657,239.96,66.1657,239.96,156.318
269,10800,34,178.254,110.777,134.986,92.4907,0,110.76,157.022,110.76,64.5316,245.747,64.5316,245.747,157.022
270,10840,32,178.126,111.269,141.513,96.9626,0,107.369,159.75,107.369,62.7879,248.882,62.7879,248.882,159.75
271,10880,33,180.899,112.212,146.54,100.407,0,107.629,162.416,107.629,62.0087,254.168,62.0087,254.168,162.416
272,10920,34,184.747,112.604,152.722,104.643,0,108.386,164.926,108.386,60.283,261.108,60.283,261.108,164.926
273,10960,34,187.469,114.023,155.478,106.531,0,109.73,167.288,109.73,60.7571,265.208,60.7571,265.208,167.288
274,11000,34,190.4,114.175,159.414,109.228,0,110.693,168.789,110.693,59.5608,270.107,59.5608,270.107,168.789
275,11040,33,197.163,115.166,164.933,113.01,0,114.697,171.671,114.697,58.6616,279.63,58.6616,279.63,171.671
276,11080,33,200.06,116.211,173.595,118.945,0,113.263,175.684,113.263,56.7389,286.858,56.7389,286.858,175.684
277,11120,34,203.071,115.953,179.463,122.965,0,113.339,177.435,113.339,54.4702,292.802,54.4702,292.802,177.435
278,11160,28,214.716,117.888,184.726,126.571,0,122.353,181.174,122.353,54.6027,307.079,54.6028,307.079,181.174
279,11200,27,213.585,117.798,183.004,125.392,0,122.083,180.494,122.083,55.1023,305.087,55.1023,305.087,180.494
280,11240,25,207.527,122.391,182.987,125.38,0,116.033,185.081,116.033,59.7007,299.021,59.7007,299.021,185.081
281,11280,28,202.632,124.222,170.069,116.529,0,117.597,182.487,117.597,65.958,287.667,65.958,287.667,182.487
282,11320,22,202.324,124.833,162.748,111.512,0,120.951,180.589,120.951,69.0765,283.698,69.0765,283.698,180.589
283,11360,20,203.766,125.183,154.332,105.746,0,126.6,178.056,126.6,72.3101,280.932,72.3101,280.932,178.056
284,11400,21,209.945,122.524,175.98,120.579,0,121.955,182.813,121.955,62.2343,297.935,62.2343,297.935,182.813
285,11440,21,209.281,122.154,156.928,107.525,0,130.817,175.917,130.817,68.3922,287.745,68.3922,287.745,175.917
286,11480,20,208.295,120.183,164.289,112.568,0,126.15,176.467,126.15,63.8984,290.439,63.8984,290.439,176.467
287,11520,23,206.131,119.925,151.656,103.912,0,130.304,171.881,130.304,67.969,281.959,67.969,281.959,171.881
288,11560,21,210.078,119.688,160.206,109.771,0,129.975,174.573,129.975,64.8026,290.181,64.8026,290.181,174.573
289,11600,25,206.957,116.338,164.248,112.54,0,124.833,172.609,124.833,60.0681,289.081,60.0681,289.081,172.609
290,11640,25,172.263,113.561,108.21,74.144,0,118.158,150.633,118.158,76.4893,226.368,76.4893,226.368,150.633
291,11680,25,161.752,115.09,53.9124,36.94,0,134.796,133.56,134.796,96.6205,188.708,96.6205,188.708,133.56
292,11720,26,164.667,114.245,57.7798,39.5899,0,135.777,134.04,135.777,94.4501,193.557,94.4501,193.557,134.04
293,11760,28,164.954,113.155,61.9329,42.4355,0,133.987,134.373,133.987,91.9373,195.92,91.9373,195.92,134.373
294,11800,32,164.598,114.271,49.9516,34.2261,0,139.622,131.384,139.622,97.1576,189.574,97.1576,189.574,131.384
295,11840,33,168.488,113.487,51.8036,35.495,0,142.586,131.235,142.586,95.7398,194.389,95.7398,194.389,131.235
296,11880,33,174.203,111.969,59.3583,40.6714,0,144.524,132.304,144.524,91.6328,203.882,91.6328,203.882,132.304
297,11920,32,170.331,113.972,58.1932,39.8731,0,141.235,133.909,141.235,94.0354,199.428,94.0354,199.428,133.909
298,11960,29,171.16,112.699,57.1819,39.1802,0,142.569,132.289,142.569,93.1088,199.751,93.1088,199.751,132.289
299,12000,28,172.052,110.408,64.578,44.2479,0,139.763,132.532,139.763,88.2837,204.341,88.2837,204.341,132.532
300,12040,31,165.699,110.628,49.7711,34.1024,0,140.814,127.68,140.814,93.5771,190.585,93.5771,190.585,127.68
301,12080,32,165.995,109.285,51.4186,35.2313,0,140.286,126.901,140.286,91.6695,191.705,91.6695,191.705,126.901
302,12120,35,166.174,109.308,49.8977,34.1891,0,141.226,126.403,141.226,92.2137,191.123,92.2137,191.123,126.403
303,12160,34,162.187,109.597,49.0129,33.5829,0,137.68,126.389,137.68,92.806,186.693,92.806,186.693,126.389
304,12200,34,160.83,109.899,47.3887,32.47,0,137.135,126.135,137.135,93.6645,184.524,93.6645,184.524,126.135
305,12240,35,161.399,109.121,48.2842,33.0836,0,137.257,125.662,137.257,92.5787,185.541,92.5787,185.541,125.662
306,12280,35,161.792,109.253,48.4724,33.2126,0,137.556,125.86,137.556,92.647,186.028,92.647,186.028,125.86
307,12320,35,160.849,108.748,48.9327,33.5279,0,136.382,125.512,136.382,91.9845,185.315,91.9845,185.315,125.512
308,12360,34,161.19,108.766,48.2525,33.0619,0,137.063,125.297,137.063,92.2355,185.316,92.2355,185.316,125.297
309,12400,34,160.767,109.782,50.2556,34.4344,0,135.639,126.999,135.639,92.5648,185.894,92.5648,185.894,126.999
310,12440,35,160.493,110.228,52.1102,35.7051,0,134.438,128.081,134.438,92.3757,186.548,92.3757,186.548,128.081
311,12480,34,160.303,110.472,49.7674,34.0999,0,135.419,127.522,135.419,93.4218,185.187,93.4218,185.187,127.522
312,12520,35,159.312,111.381,49.8498,34.1563,0,134.387,128.459,134.387,94.3023,184.237,94.3023,184.237,128.459
313,12560,36,158.784,111.871,51.1493,35.0467,0,133.209,129.394,133.209,94.3474,184.359,94.3474,184.359,129.394
314,12600,38,158.292,112.531,50.3802,34.5197,0,133.101,129.791,133.101,95.2712,183.482,95.2712,183.482,129.791
315,12640,37,158.286,112.806,53.6182,36.7384,0,131.477,131.175,131.477,94.437,185.095,94.437,185.095,131.175
316,12680,41,158.928,113.175,55.131,37.7749,0,131.363,132.063,131.363,94.2876,186.494,94.2876,186.494,132.063
317,12720,40,165.167,108.886,74.1846,50.8302,0,128.075,134.302,128.075,83.4714,202.26,83.4714,202.26,134.302
318,12760,38,166.115,108.729,82.9782,56.8554,0,124.626,137.157,124.626,80.3012,207.604,80.3012,207.604,137.157
319,12800,34,159.17,110.621,64.5862,44.2535,0,126.877,132.748,126.877,88.4946,191.463,88.4946,191.463,132.748
320,12840,34,160.651,107.99,64.746,44.363,0,128.278,130.172,128.278,85.8086,193.024,85.8086,193.024,130.172
321,12880,32,157.8,107.417,63.28,43.3585,0,126.16,129.096,126.16,85.7378,189.44,85.7378,189.44,129.096
322,12920,31,156.607,105.32,56.2738,38.558,0,128.47,124.599,128.47,86.0406,184.744,86.0406,184.744,124.599
323,12960,30,152.638,106.369,49.6648,34.0296,0,127.805,123.384,127.805,89.3547,177.47,89.3547,177.47,123.384
324,13000,32,150.948,105.037,49.0761,33.6262,0,126.41,121.85,126.41,88.2237,175.486,88.2237,175.486,121.85
325,13040,34,157.94,103.132,54.0406,37.0278,0,130.92,121.646,130.92,84.6178,184.961,84.6178,184.961,121.646
326,13080,34,156.111,103.183,50.2891,34.4573,0,130.967,120.412,130.967,85.9547,181.256,85.9547,181.256,120.412
327,13120,36,157.544,100.628,59.3825,40.688,0,127.853,120.972,127.853,80.284,187.236,80.284,187.236,120.972
328,13160,27,175.988,92.5528,79.6456,54.572,0,136.165,119.839,136.165,65.2668,215.811,65.2668,215.811,119.839
329,13200,18,169.353,96.2713,106.929,73.2665,0,115.888,132.905,115.888,59.6381,222.818,59.6381,222.818,132.905
330,13240,18,169.979,98.3554,98.4546,67.4596,0,120.752,132.085,120.752,64.6256,219.207,64.6256,219.207,132.085
331,13280,18,165.953,101.859,106.414,72.9136,0,112.746,138.315,112.746,65.4017,219.161,65.4017,219.161,138.315
332,13320,9,175.465,95.0407,157.45,107.883,0,96.74,148.982,96.74,41.0994,254.19,41.0994,254.19,148.982
333,13360,6,174.368,94.14,125.071,85.6967,0,111.833,136.988,111.833,51.2917,236.904,51.2917,236.904,136.988
334,13400,15,150.151,102.791,61.564,42.1827,0,119.369,123.882,119.369,81.6992,180.933,81.6992,180.933,123.882
335,13440,20,150.107,103.506,55.7293,38.1849,0,122.243,122.598,122.243,84.4132,177.972,84.4132,177.972,122.598
336,13480,25,150.137,106.223,53.1985,36.4508,0,123.537,124.448,123.537,87.9974,176.736,87.9974,176.736,124.448
337,13520,26,149.126,106.848,57.3933,39.3251,0,120.429,126.51,120.429,87.185,177.822,87.185,177.822,126.51
338,13560,28,149.71,108.147,48.5369,33.2567,0,125.442,124.775,125.442,91.5183,173.978,91.5183,173.978,124.775
339,13600,29,149.638,109.857,47.9362,32.8452,0,125.67,126.279,125.67,93.4342,173.606,93.4342,173.606,126.279
340,13640,29,148.477,110.261,48.8213,33.4516,0,124.066,126.987,124.066,93.5349,172.888,93.5349,172.888,126.987
341,13680,30,150.1,110.083,48.1368,32.9826,0,126.032,126.574,126.032,93.5914,174.169,93.5914,174.169,126.574
342,13720,30,150.137,110.218,47.9713,32.8692,0,126.152,126.653,126.152,93.7839,174.123,93.7839,174.123,126.653
343,13760,31,148.965,111.621,47.7429,32.7127,0,125.093,127.978,125.093,95.2649,172.836,95.2649,172.836,127.978
344,13800,32,149.68,111.477,48.8029,33.439,0,125.279,128.196,125.279,94.757,174.081,94.757,174.081,128.196
345,13840,34,148.718,112.591,48.0073,32.8939,0,124.714,129.037,124.714,96.1436,172.721,96.1436,172.721,129.037
346,13880,33,148.642,112.723,48.1286,32.977,0,124.577,129.211,124.577,96.234,172.706,96.234,172.706,129.211
347,13920,33,147.589,112.575,48.0703,32.9371,0,123.554,129.043,123.554,96.1064,171.624,96.1064,171.624,129.043
348,13960,33,147.837,112.596,49.079,33.6282,0,123.297,129.41,123.297,95.7821,172.376,95.7821,172.376,129.41
349,14000,32,146.921,113.036,48.8322,33.4591,0,122.505,129.766,122.505,96.3065,171.337,96.3065,171.337,129.766
350,14040,35,146.314,113.743,48.0869,32.9484,0,122.27,130.217,122.27,97.269,170.357,97.269,170.357,130.217
351,14080,38,145.257,114.01,47.9942,32.8849,0,121.26,130.453,121.26,97.5679,169.254,97.5679,169.254,130.453
352,14120,33,146.006,114.104,49.4007,33.8486,0,121.305,131.029,121.305,97.18,170.706,97.18,170.706,131.029
353,14160,20,158.37,109.347,64.2153,43.9994,0,126.262,131.347,126.262,87.3472,190.478,87.3472,190.478,131.347
354,14200,19,155.605,107.597,80.5051,55.1609,0,115.352,135.178,115.352,80.0167,195.857,80.0167,195.857,135.178
355,14240,21,157.063,106.915,74.4456,51.009,0,119.84,132.42,119.84,81.4106,194.286,81.4106,194.286,132.42
356,14280,21,160.461,105.905,81.1169,55.5801,0,119.903,133.695,119.903,78.1148,201.02,78.1148,201.02,133.695
357,14320,10,202.278,102.223,115.024,78.8127,0,144.766,141.629,144.766,62.8165,259.79,62.8165,259.79,141.629
358,14360,5,238.121,102.409,158.201,108.397,0,159.021,156.607,159.021,48.2103,317.222,48.2103,317.222,156.607
359,14400,6,258.866,107.771,196.516,134.65,0,160.608,175.096,160.608,40.4462,357.124,40.4462,357.124,175.096
360,14440,1,282.87,104.409,159.197,109.079,0,203.272,158.949,203.272,49.8696,362.468,49.8696,362.468,158.949
361,14480,3,144.777,38.278,438.006,300.115,0,-74.2262,188.336,-74.2262,-111.779,363.779,-111.779,363.779,188.336
362,14520,2,2.70583,72.5472,1229.2,842.231,0,-611.895,493.663,-611.895,-348.568,617.307,-348.568,617.307,493.663
363,14560,3,-152.43,87.4614,895.567,613.629,0,-600.214,394.276,-600.214,-219.353,295.353,-219.353,295.353,394.276
364,14600,5,162.357,110.322,166.961,114.399,0,78.8763,167.521,78.8763,53.1219,245.837,53.1219,245.837,167.521
365,14640,4,186.895,105.344,126.435,86.6317,0,123.677,148.66,123.677,62.0286,250.112,62.0286,250.112,148.66
366,14680,3,198.258,100.908,128.556,88.0846,0,133.98,144.95,133.98,56.8659,262.536,56.8659,262.536,144.95
367,14720,6,207.773,100.04,127.716,87.5089,0,143.916,143.794,143.916,56.2854,271.631,56.2854,271.631,143.794
368,14760,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
369,14800,2,293,127.5,54,37,0,266,146,266,109,320,109,320,146
370,14840,1,321.2,145.851,192.7,132.035,0,224.85,211.869,224.85,79.8333,417.55,79.8333,417.55,211.869
371,14880,1,218,51.5,54,37,0,191,70,191,33,245,33,245,70
372,14920,1,241.206,51.5729,54,37,0,214.206,70.0729,214.206,33.0729,268.206,33.0729,268.206,70.0729
373,14960,1,277.225,47.5101,54,37,0,250.225,66.0101,250.225,29.0101,304.225,29.01,304.225,66.0101
374,15000,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
375,15040,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
376,15080,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
377,15120,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
378,15160,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
379,15200,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
380,15240,1,9,174.5,54,37,0,-18,193,-18,156,36,156,36,193
381,15280,2,12.3105,171.404,142.892,97.9076,0,-59.1356,220.358,-59.1356,122.451,83.7566,122.451,83.7566,220.358
382,15320,4,34.9596,168.65,141.798,97.1579,0,-35.9394,217.229,-35.9394,120.071,105.859,120.071,105.859,217.229
383,15360,5,67.8053,171.077,173.654,118.985,0,-19.0217,230.569,-19.0217,111.584,154.632,111.584,154.632,230.569
384,15400,5,111.771,161.878,97.0041,66.4658,0,63.2687,195.111,63.2687,128.645,160.273,128.645,160.273,195.111
385,15440,5,145.573,166.027,156.69,107.362,0,67.2283,219.707,67.2283,112.346,223.919,112.346,223.919,219.707
386,15480,6,60.6628,154.409,365.239,250.257,0,-121.957,279.538,-121.957,29.281,243.282,29.281,243.282,279.538
387,15520,8,78.4839,155.608,411.207,281.753,0,-127.12,296.485,-127.12,14.7318,284.087,14.7318,284.087,296.485
388,15560,3,91.051,155.814,357.572,245.003,0,-87.735,278.316,-87.735,33.3127,269.837,33.3127,269.837,278.316
389,15600,6,85.931,156.182,346.983,237.748,0,-87.5607,275.056,-87.5607,37.3078,259.423,37.3078,259.423,275.056
390,15640,5,70.9557,158.102,417.526,286.083,0,-137.807,301.143,-137.807,15.0607,279.719,15.0607,279.719,301.143
391,15680,12,104.605,133.603,57.4095,39.3361,0,75.9007,153.271,75.9007,113.935,133.31,113.935,133.31,153.271
392,15720,17,105.654,133.691,52.8186,36.1905,0,79.2452,151.786,79.2452,115.595,132.064,115.595,132.064,151.786
393,15760,19,105.124,135.381,51.2348,35.1054,0,79.5065,152.934,79.5065,117.828,130.741,117.828,130.741,152.934
394,15800,23,105.841,136.673,48.0216,32.9037,0,81.83,153.124,81.83,120.221,129.852,120.221,129.852,153.124
395,15840,23,106.059,137.217,47.8669,32.7977,0,82.1253,153.615,82.1253,120.818,129.992,120.818,129.992,153.615
396,15880,23,105.092,137.245,49.7182,34.0662,0,80.2331,154.279,80.2331,120.212,129.951,120.212,129.951,154.279
397,15920,24,102.836,138.462,49.8201,34.136,0,77.9256,155.53,77.9256,121.394,127.746,121.394,127.746,155.53
398,15960,25,102.729,138.835,53.6264,36.744,0,75.9154,157.207,75.9154,120.463,129.542,120.463,129.542,157.207
399,16000,26,100.714,138.59,51.1515,35.0482,0,75.138,156.114,75.138,121.066,126.289,121.066,126.289,156.114
400,16040,26,100.34,138.22,48.701,33.3692,0,75.9899,154.905,75.9899,121.536,124.691,121.536,124.691,154.905
401,16080,27,97.7065,138.091,50.4336,34.5564,0,72.4897,155.369,72.4897,120.813,122.923,120.813,122.923,155.369
402,16120,27,94.4627,135.779,47.2214,32.3554,0,70.852,151.956,70.852,119.601,118.073,119.601,118.073,151.956
403,16160,29,92.3733,133.15,47.8933,32.8158,0,68.4266,149.558,68.4266,116.743,116.32,116.743,116.32,149.558
404,16200,29,88.4275,127.84,47.0434,32.2334,0,64.9058,143.956,64.9058,111.723,111.949,111.723,111.949,143.956
405,16240,29,87.8812,121.912,44.1007,30.2171,0,65.8309,137.02,65.8309,106.803,109.932,106.803,109.932,137.02
406,16280,29,88.7959,118.778,40.2716,27.5935,0,68.6601,132.575,68.6601,104.981,108.932,104.981,108.932,132.575
407,16320,29,89.7665,113.851,38.5682,26.4264,0,70.4824,127.064,70.4824,100.638,109.051,100.638,109.051,127.064
408,16360,29,90.4534,112.742,35.4849,24.3137,0,72.7109,124.899,72.7109,100.585,108.196,100.585,108.196,124.899
409,16400,12,126.329,83.9335,99.5633,68.2193,0,76.547,118.043,76.547,49.8238,176.11,49.8238,176.11,118.043
410,16440,12,120.13,78.8482,72.8007,49.882,0,83.7301,103.789,83.7301,53.9072,156.531,53.9072,156.531,103.789
411,16480,14,112.973,77.2386,44.1604,30.2581,0,90.893,92.3677,90.893,62.1096,135.053,62.1096,135.053,92.3677
412,16520,16,109.285,73.8689,48.8752,33.4885,0,84.8476,90.6132,84.8476,57.1247,133.723,57.1247,133.723,90.6132
413,16560,15,106.612,76.5094,51.7442,35.4543,0,80.7401,94.2365,80.7401,58.7822,132.484,58.7822,132.484,94.2365
414,16600,15,104.692,77.1029,48.6524,33.3359,0,80.3658,93.7709,80.3658,60.435,129.018,60.435,129.018,93.7709
415,16640,15,100.616,79.8192,49.8282,34.1416,0,75.7023,96.89,75.7023,62.7484,125.531,62.7484,125.531,96.89
